Word,Freq_Per_Mil,Log_Freq,Word_Syll
5074,capstan,0.16,0.9542,2
5075,capstone,0.06,0.6021,2
5076,capsule,2.55,2.1173,2
5077,capsules,0.78,1.6128,2
5078,captaining,0.06,0.6021,3
5079,captains,3.16,2.2095,2
5080,caption,0.35,1.2788,2
5081,captivate,0.18,1.0,3
5082,captivated,0.45,1.3802,4
5083,captivates,0.02,0.301,3
5084,captivating,0.16,0.9542,4
5085,captive,2.27,2.0682,2
5086,captives,0.53,1.4472,2
5087,captivity,1.25,1.8129,4
5088,captor,0.29,1.2041,2
5089,captors,0.57,1.4771,2
5090,capture,10.59,2.7332,2
5091,captured,12.12,2.7917,2
5092,captures,0.61,1.5051,2
5093,capturing,1.75,1.9542,3
5094,car,483.06,4.3916,1
5095,carafe,0.1,0.7782,2
5096,caramel,1.24,1.8062,3
5097,caramelize,0.02,0.301,4
5098,caramelized,0.06,0.6021,4
5099,carat,0.35,1.2788,2
5100,carats,0.76,1.6021,2
5101,caravan,1.45,1.8751,3
5102,caravans,0.2,1.0414,3
5103,caravel,0.02,0.301,3
5104,caraway,0.18,1.0,3
5105,carbine,0.29,1.2041,2
5106,carbohydrate,0.08,0.699,4
5107,carbohydrates,0.39,1.3222,4
5108,carbon,5.24,2.4281,2
5109,carbonate,0.2,1.0414,3
5110,carbonated,0.29,1.2041,4
5111,carbons,0.16,0.9542,2
5112,carboxylic,0.02,0.301,4
5113,carburetion,0.02,0.301,4
5114,carburetor,1.08,1.7482,4
5115,carburetors,0.14,0.9031,4
5116,carcass,1.55,1.9031,2
5117,carcasses,0.47,1.3979,3
5118,carcinogen,0.12,0.8451,4
5119,carcinogenic,0.1,0.7782,5
5120,carcinogens,0.08,0.699,4
5121,carcinoma,0.22,1.0792,4
5122,card,85.43,3.6393,1
5123,cardboard,2.71,2.143,2
5124,carded,0.22,1.0792,2
5125,carder,0.02,0.301,2
5126,cardholder,0.08,0.699,3
5127,cardiac,3.96,2.3075,3
5128,cardigan,0.57,1.4771,3
5129,cardiologist,0.71,1.5682,5
5130,cardiologists,0.08,0.699,5
5131,cardiopulmonary,0.12,0.8451,7
5132,cardiovascular,0.33,1.2553,6
5133,cards,48.02,3.3892,1
5134,care,485.25,4.3936,1
5135,cared,14.18,2.8597,1
5136,careen,0.08,0.699,2
5137,careened,0.06,0.6021,2
5138,careening,0.06,0.6021,3
5139,career,45.2,3.3629,2
5140,careering,0.02,0.301,3
5141,careers,3.08,2.1987,2
5142,carefree,1.35,1.8451,2
5143,careful,108.82,3.7444,2
5144,carefully,23.57,3.0803,3
5145,caregiver,0.31,1.2304,3
5146,caregivers,0.12,0.8451,3
5147,careless,4.92,2.4014,2
5148,carelessly,0.57,1.4771,3
5149,carelessness,0.65,1.5315,3
5150,carer,0.08,0.699,2
5151,cares,39.67,3.3062,1
5152,caress,1.35,1.8451,2
5153,caressed,0.33,1.2553,2
5154,caresses,0.14,0.9031,3
5155,caressing,0.37,1.301,3
5156,caretaker,2.45,2.1004,3
5157,caretakers,0.14,0.9031,3
5158,cargo,9.0,2.6628,2
5159,cargoes,0.12,0.8451,2
5160,cargos,0.14,0.9031,2
5161,caribou,0.29,1.2041,3
5162,caricature,0.29,1.2041,4
5163,caricatured,0.04,0.4771,4
5164,caricatures,0.14,0.9031,4
5165,caricaturist,0.06,0.6021,5
5166,caring,7.04,2.5563,2
5167,carjacked,0.31,1.2304,2
5168,carjacker,0.1,0.7782,3
5169,carjackers,0.06,0.6021,3
5170,carjacking,0.29,1.2041,3
5171,carjackings,0.04,0.4771,3
5172,carload,0.33,1.2553,2
5173,carloadings,0.02,0.301,3
5174,carloads,0.12,0.8451,2
5175,carmaker,0.02,0.301,3
5176,carnage,1.12,1.7634,2
5177,carnal,1.2,1.7924,2
5178,carnation,0.84,1.6435,3
5179,carnations,0.43,1.3617,3
5180,carnauba,0.04,0.4771,3
5181,carnival,7.12,2.5611,3
5182,carnivals,0.37,1.301,3
5183,carnivore,0.37,1.301,3
5184,carnivores,0.27,1.1761,3
5185,carnivorous,0.51,1.4314,4
5186,carob,0.22,1.0792,2
5187,carols,0.57,1.4771,2
5188,carotene,0.14,0.9031,3
5189,carotid,1.29,1.8261,3
5190,carouse,0.12,0.8451,2
5191,carousel,1.43,1.8692,3
5192,carousing,0.16,0.9542,3
5193,carp,0.76,1.6021,1
5194,carpal,0.49,1.415,2
5195,carpenters,0.69,1.5563,3
5196,carpentry,0.45,1.3802,3
5197,carpet,11.65,2.7745,2
5198,carpetbagger,0.1,0.7782,4
5199,carpetbaggers,0.22,1.0792,4
5200,carpeted,0.2,1.0414,3
5201,carpeting,0.57,1.4771,3
5202,carpets,1.22,1.7993,2
5203,carping,0.08,0.699,2
5204,carpool,0.71,1.5682,2
5205,carport,0.1,0.7782,2
5206,carports,0.02,0.301,2
5207,carriage,7.47,2.5821,2
5208,carriages,0.63,1.5185,3
5209,carried,20.12,3.0116,2
5210,carrier,6.39,2.5145,3
5211,carriers,2.51,2.1106,3
5212,carries,6.53,2.5237,2
5213,carrion,0.35,1.2788,3
5214,carrot,3.82,2.2923,2
5215,carrots,3.88,2.2989,2
5216,carrozza,0.06,0.6021,3
5217,carry,65.9,3.5266,2
5218,carrying,28.45,3.162,3
5219,cars,45.63,3.367,1
5220,carsick,0.61,1.5051,2
5221,cart,9.04,2.6646,1
5222,carte,1.18,1.7853,1
5223,carted,0.14,0.9031,2
5224,cartel,1.27,1.8195,2
5225,cartels,0.45,1.3802,2
5226,cartilage,0.73,1.5798,3
5227,carting,0.25,1.1461,2
5228,carton,1.88,1.9868,2
5229,cartons,1.16,1.7782,2
5230,cartoon,3.76,2.2856,2
5231,cartooning,0.02,0.301,3
5232,cartoonist,0.33,1.2553,3
5233,cartoonists,0.04,0.4771,3
5234,cartoons,2.82,2.1614,2
5235,cartridge,0.96,1.699,2
5236,cartridges,1.0,1.716,3
5237,carts,1.88,1.9868,1
5238,cartwheel,0.29,1.2041,2
5239,cartwheels,0.47,1.3979,2
5240,carve,3.1,2.2014,1
5241,carved,3.86,2.2967,1
5242,carves,0.16,0.9542,1
5243,carving,1.98,2.0086,2
5244,carvings,0.31,1.2304,2
5245,casa,2.69,2.1399,2
5246,casal,0.04,0.4771,2
5247,cascaded,0.1,0.7782,3
5248,cascading,0.2,1.0414,3
5249,casco,0.06,0.6021,2
5250,case,282.41,4.1585,1
5251,caseload,0.37,1.301,2
5252,caseloads,0.06,0.6021,3
5253,cases,28.16,3.1575,2
5254,casework,0.06,0.6021,2
5255,caseworker,0.27,1.1761,3
5256,caseworkers,0.02,0.301,3
5257,cash,72.43,3.5676,1
5258,cashed,2.12,2.0374,1
5259,casher,0.02,0.301,2
5260,cashes,0.22,1.0792,2
5261,cashew,0.22,1.0792,2
5262,cashews,0.41,1.3424,2
5263,cashier,3.27,2.2253,2
5264,cashiered,0.04,0.4771,2
5265,cashiers,0.2,1.0414,2
5266,cashing,0.96,1.699,2
5267,cashmere,1.51,1.8921,2
5268,casing,1.88,1.9868,2
5269,casings,1.1,1.7559,2
5270,casino,20.37,3.017,3
5271,casinos,3.04,2.1931,3
5272,cask,0.12,0.8451,1
5273,casket,3.18,2.2122,2
5274,caskets,0.35,1.2788,2
5275,casks,0.16,0.9542,1
5276,casserole,1.67,1.9345,3
5277,cassette,1.82,1.9731,2
5278,cassettes,0.57,1.4771,2
5279,cassis,0.08,0.699,2
5280,cassock,0.29,1.2041,2
5281,cassone,0.04,0.4771,3
5282,cast,23.14,3.0722,1
5283,castaway,0.63,1.5185,3
5284,caste,0.86,1.6532,1
5285,caster,0.08,0.699,2
5286,castigate,0.02,0.301,3
5287,casting,4.16,2.3284,2
5288,castings,0.02,0.301,2
5289,castle,21.55,3.0414,2
5290,castles,0.88,1.6628,2
5291,castoff,0.06,0.6021,2
5292,castoffs,0.06,0.6021,2
5293,castrate,0.61,1.5051,2
5294,castrated,0.57,1.4771,3
5295,castrating,0.12,0.8451,3
5296,castration,0.47,1.3979,3
5297,casts,0.98,1.7076,1
5298,casual,7.31,2.5729,3
5299,casually,1.84,1.9777,4
5300,casualness,0.02,0.301,4
5301,casuals,0.08,0.699,3
5302,casualties,7.31,2.5729,4
5303,casualty,2.71,2.143,4
5304,cat,66.33,3.5294,1
5305,cataclysm,0.22,1.0792,4
5306,cataclysmic,0.33,1.2553,4
5307,catacomb,0.1,0.7782,3
5308,catacombs,0.47,1.3979,3
5309,catalog,2.92,2.1761,3
5310,cataloged,0.12,0.8451,3
5311,cataloger,0.02,0.301,4
5312,cataloging,0.24,1.1139,4
5313,catalogs,0.59,1.4914,3
5314,catalogue,2.12,2.0374,3
5315,catalogued,0.29,1.2041,3
5316,catalogues,0.57,1.4771,3
5317,cataloguing,0.25,1.1461,4
5318,catalyst,0.78,1.6128,3
5319,catalysts,0.02,0.301,3
5320,catalytic,0.14,0.9031,4
5321,catalyze,0.02,0.301,3
5322,catalyzed,0.06,0.6021,3
5323,catamaran,0.06,0.6021,4
5324,catamount,0.02,0.301,3
5325,catapult,0.61,1.5051,3
5326,catapulted,0.16,0.9542,4
5327,catapulting,0.08,0.699,4
5328,catapults,0.27,1.1761,3
5329,cataract,0.12,0.8451,3
5330,cataracts,0.39,1.3222,3
5331,catastrophe,2.47,2.1038,4
5332,catastrophes,0.2,1.0414,4
5333,catastrophic,1.27,1.8195,4
5334,catatonic,0.78,1.6128,4
5335,catbird,0.08,0.699,2
5336,catcalls,0.06,0.6021,2
5337,catch,135.51,3.8396,1
5338,catcher,3.75,2.2833,2
5339,catchers,0.2,1.0414,2
5340,catches,6.59,2.5276,2
5341,catching,12.71,2.8122,2
5342,catchment,0.1,0.7782,2
5343,catchy,2.14,2.0414,2
5344,catechism,0.29,1.2041,4
5345,categorical,0.02,0.301,5
5346,categorically,0.39,1.3222,5
5347,categories,1.0,1.716,4
5348,categorize,0.16,0.9542,4
5349,categorized,0.14,0.9031,4
5350,categorizes,0.08,0.699,5
5351,categorizing,0.08,0.699,5
5352,category,4.06,2.3181,4
5353,cater,1.25,1.8129,2
5354,catered,0.57,1.4771,2
5355,caterer,2.08,2.0294,3
5356,caterers,1.18,1.7853,3
5357,catering,2.71,2.143,3
5358,caterpillar,1.12,1.7634,4
5359,caterpillars,0.35,1.2788,4
5360,caters,0.18,1.0,2
5361,catfish,1.24,1.8062,2
5362,catharsis,0.33,1.2553,3
5363,cathartic,0.35,1.2788,3
5364,cathedral,3.73,2.281,3
5365,cathedrals,0.35,1.2788,3
5366,catheter,1.08,1.7482,3
5367,catheters,0.16,0.9542,3
5368,cathode,0.16,0.9542,2
5369,cathodes,0.02,0.301,2
5370,catlike,0.27,1.1761,2
5371,catnap,0.18,1.0,2
5372,catnip,0.41,1.3424,2
5373,cats,19.73,3.003,1
5374,catsup,0.06,0.6021,2
5375,cattle,13.22,2.8293,2
5376,cattlemen,0.49,1.415,3
5377,catty,0.37,1.301,2
5378,catwalk,0.71,1.5682,2
5379,caucuses,0.04,0.4771,3
5380,caught,93.94,3.6805,1
5381,cauldron,0.47,1.3979,2
5382,cauliflower,0.55,1.4624,4
5383,caulk,0.25,1.1461,1
5384,caulking,0.16,0.9542,2
5385,causal,0.2,1.0414,2
5386,causalities,0.06,0.6021,4
5387,causality,0.14,0.9031,4
5388,causation,0.18,1.0,3
5389,causative,0.08,0.699,3
5390,cause,310.04,4.199,1
5391,caused,25.84,3.1202,1
5392,causer,0.08,0.699,2
5393,causes,9.92,2.705,2
5394,causeway,0.33,1.2553,2
5395,causey,0.02,0.301,2
5396,causing,9.84,2.7016,2
5397,caustic,0.14,0.9031,2
5398,cauterization,0.02,0.301,5
5399,cauterize,0.29,1.2041,3
5400,cauterized,0.14,0.9031,3
5401,cauterizing,0.02,0.301,4
5402,caution,5.16,2.4216,2
5403,cautionary,0.35,1.2788,4
5404,cautioned,0.1,0.7782,2
5405,cautions,0.04,0.4771,2
5406,cautious,3.35,2.2355,2
5407,cautiously,0.39,1.3222,3
5408,cautiousness,0.02,0.301,3
5409,cava,0.31,1.2304,2
5410,cavalcade,0.08,0.699,3
5411,cavalier,1.18,1.7853,3
5412,cavalierly,0.04,0.4771,4
5413,cavalry,6.22,2.5024,3
5414,cave,13.98,2.8537,1
5415,caveat,0.33,1.2553,3
5416,caveats,0.02,0.301,3
5417,caved,1.12,1.7634,1
5418,cavern,1.1,1.7559,2
5419,cavernous,0.06,0.6021,3
5420,caverns,0.27,1.1761,2
5421,cavers,0.02,0.301,2
5422,caves,3.96,2.3075,1
5423,cavey,0.04,0.4771,2
5424,caviar,3.82,2.2923,3
5425,cavin,0.02,0.301,2
5426,caving,0.61,1.5051,2
5427,cavities,0.8,1.6232,3
5428,cavity,2.98,2.1847,3
5429,cavort,0.06,0.6021,2
5430,cavorting,0.31,1.2304,3
5431,caw,0.37,1.301,1
5432,cayenne,0.75,1.5911,2
5433,cc,3.47,2.2504,2
5434,cease,8.73,2.6493,1
5435,ceased,1.33,1.8388,1
5436,ceasefire,0.29,1.2041,3
5437,ceaseless,0.16,0.9542,2
5438,ceaselessly,0.14,0.9031,3
5439,ceases,0.73,1.5798,2
5440,ceasing,0.14,0.9031,2
5441,cede,0.12,0.8451,1
5442,ceded,0.04,0.4771,2
5443,ceding,0.04,0.4771,2
5444,ceiling,8.35,2.6304,2
5445,ceilings,1.0,1.716,2
5446,celeb,0.33,1.2553,2
5447,celebrant,0.06,0.6021,3
5448,celebrate,24.86,3.1035,3
5449,celebrated,2.71,2.143,4
5450,celebrates,0.51,1.4314,3
5451,celebrating,10.43,2.7267,4
5452,celebration,9.88,2.7033,4
5453,celebrations,0.55,1.4624,4
5454,celebratory,0.27,1.1761,5
5455,celebre,0.02,0.301,3
5456,celebrities,3.57,2.2625,4
5457,celebrity,7.29,2.5717,4
5458,celebs,0.14,0.9031,2
5459,celery,1.86,1.9823,3
5460,celestial,1.08,1.7482,3
5461,celibacy,0.84,1.6435,4
5462,celibate,0.71,1.5682,3
5463,cell,54.35,3.4429,1
5464,cellar,9.37,2.6803,2
5465,cellars,0.37,1.301,2
5466,cellist,0.41,1.3424,2
5467,cello,1.86,1.9823,2
5468,cellophane,0.82,1.6335,3
5469,cellphone,3.08,2.1987,2
5470,cells,11.96,2.786,1
5471,cellular,2.84,2.1644,3
5472,celluloid,0.47,1.3979,3
5473,cellulose,0.12,0.8451,3
5474,cement,4.59,2.3711,2
5475,cemented,0.22,1.0792,3
5476,cemeteries,0.86,1.6532,4
5477,cemetery,8.69,2.6474,4
5478,censor,0.82,1.6335,2
5479,censored,0.45,1.3802,2
5480,censoring,0.12,0.8451,3
5481,censors,0.39,1.3222,2
5482,censorship,1.06,1.7404,3
5483,censure,0.16,0.9542,2
5484,censured,0.2,1.0414,2
5485,census,1.37,1.8513,2
5486,cent,9.47,2.6848,1
5487,centavos,0.29,1.2041,3
5488,centenary,0.02,0.301,4
5489,center,45.78,3.3685,2
5490,centered,0.96,1.699,2
5491,centerfold,0.67,1.5441,3
5492,centering,0.2,1.0414,3
5493,centerpiece,0.63,1.5185,3
5494,centers,2.43,2.0969,2
5495,centigrade,0.22,1.0792,3
5496,centigram,0.02,0.301,3
5497,centime,0.02,0.301,2
5498,centimes,0.04,0.4771,2
5499,centimeter,0.2,1.0414,4
5500,centimeters,1.47,1.8808,4
5501,centipede,0.43,1.3617,3
5502,centralization,0.02,0.301,5
5503,centralize,0.02,0.301,3
5504,centralized,0.14,0.9031,3
5505,centralizing,0.04,0.4771,4
5506,centrally,0.1,0.7782,3
5507,centre,9.9,2.7042,2
5508,centres,0.45,1.3802,2
5509,centrifugal,0.29,1.2041,4
5510,centrifuge,0.1,0.7782,3
5511,centrifuges,0.02,0.301,4
5512,centrist,0.02,0.301,2
5513,cents,21.84,3.0473,1
5514,centuries,7.49,2.5832,3
5515,century,20.84,3.0269,3
5516,cephalopod,0.04,0.4771,4
5517,ceramic,1.22,1.7993,3
5518,ceramics,0.57,1.4771,3
5519,cereal,6.35,2.5119,3
5520,cereals,0.45,1.3802,3
5521,cerebral,2.02,2.017,3
5522,cerebrally,0.02,0.301,4
5523,ceremonial,1.37,1.8513,5
5524,ceremonies,1.92,1.9956,4
5525,ceremony,15.82,2.9074,4
5526,certain,85.37,3.639,2
5527,certainly,118.96,3.783,3
5528,certainties,0.14,0.9031,3
5529,certainty,3.02,2.1903,3
5530,certificate,8.98,2.6618,4
5531,certificates,1.41,1.8633,4
5532,certification,0.37,1.301,5
5533,certifications,0.04,0.4771,5
5534,certified,2.71,2.143,3
5535,certifies,0.06,0.6021,3
5536,certify,0.49,1.415,3
5537,certifying,0.12,0.8451,4
5538,certitude,0.1,0.7782,3
5539,cervical,0.69,1.5563,3
5540,cervix,0.41,1.3424,2
5541,cesium,0.08,0.699,3
5542,cessation,0.2,1.0414,3
5543,cesspool,1.24,1.8062,2
5544,cetera,4.88,2.3979,3
5545,chafe,0.25,1.1461,1
5546,chafed,0.1,0.7782,1
5547,chafes,0.12,0.8451,1
5548,chaff,0.22,1.0792,1
5549,chafing,0.65,1.5315,2
5550,chagrin,0.22,1.0792,2
5551,chagrined,0.16,0.9542,2
5552,chain,21.22,3.0346,1
5553,chained,3.35,2.2355,1
5554,chaining,0.1,0.7782,2
5555,chains,7.59,2.5888,1
5556,chainsaw,1.08,1.7482,2
5557,chainsaws,0.14,0.9031,2
5558,chair,49.24,3.4,1
5559,chaired,0.1,0.7782,1
5560,chairing,0.2,1.0414,2
5561,chairmanship,0.22,1.0792,3
5562,chairmen,0.04,0.4771,2
5563,chairperson,0.12,0.8451,3
5564,chairs,9.88,2.7033,1
5565,chairwoman,0.2,1.0414,3
5566,chaise,0.29,1.2041,1
5567,chalet,0.51,1.4314,2
5568,chalice,0.63,1.5185,2
5569,chalk,3.59,2.2648,1
5570,chalked,0.33,1.2553,1
5571,chalking,0.04,0.4771,2
5572,challenge,19.86,3.006,2
5573,challenged,4.04,2.316,2
5574,challenger,1.51,1.8921,3
5575,challengers,0.25,1.1461,3
5576,challenges,2.14,2.0414,3
5577,challenging,3.8,2.29,3
5578,cham,0.04,0.4771,1
5579,chamber,12.75,2.8136,2
5580,chambered,0.06,0.6021,2
5581,chambers,5.8,2.4728,2
5582,chameleon,0.73,1.5798,4
5583,champ,15.12,2.8876,1
5584,champagne,31.29,3.2033,2
5585,champagnes,0.12,0.8451,2
5586,champion,20.92,3.0286,3
5587,championed,0.08,0.699,3
5588,championing,0.04,0.4771,4
5589,champions,4.16,2.3284,3
5590,championship,9.8,2.6998,4
5591,championships,1.67,1.9345,4
5592,champs,1.1,1.7559,1
5593,chance,241.24,4.09,1
5594,chancellors,0.02,0.301,3
5595,chances,28.86,3.1682,2
5596,chancy,0.2,1.0414,2
5597,chandelier,1.41,1.8633,3
5598,chandeliers,0.33,1.2553,3
5599,change,240.35,4.0885,1
5600,changeable,0.25,1.1461,3
5601,changed,100.94,3.7117,1
5602,changeover,0.31,1.2304,3
5603,changeovers,0.04,0.4771,3
5604,changer,0.45,1.3802,2
5605,changes,29.04,3.1708,2
5606,changing,26.25,3.1271,2
5607,channel,24.41,3.0955,2
5608,channeled,0.1,0.7782,2
5609,channeling,0.49,1.415,3
5610,channels,5.49,2.4487,2
5611,chant,2.27,2.0682,1
5612,chanted,0.33,1.2553,2
5613,chanting,4.22,2.3345,2
5614,chants,0.65,1.5315,1
5615,chaos,9.39,2.6812,2
5616,chaotic,1.12,1.7634,3
5617,chap,6.35,2.5119,1
5618,chapel,7.96,2.6096,2
5619,chaperone,1.96,2.0043,3
5620,chaperones,0.14,0.9031,3
5621,chaperoning,0.41,1.3424,4
5622,chaplain,2.27,2.0682,2
5623,chaplains,0.18,1.0,2
5624,chaps,2.57,2.1206,1
5625,chapter,11.84,2.7818,2
5626,chapters,1.98,2.0086,2
5627,chara,0.04,0.4771,2
5628,character,38.16,3.2894,3
5629,characteristic,1.18,1.7853,5
5630,characteristically,0.06,0.6021,6
5631,characteristics,2.0,2.0128,5
5632,characterization,0.14,0.9031,6
5633,characterizations,0.02,0.301,6
5634,characterize,0.69,1.5563,4
5635,characterized,0.71,1.5682,4
5636,characterizes,0.04,0.4771,5
5637,characterizing,0.06,0.6021,5
5638,characters,9.53,2.6875,3
5639,charade,2.2,2.0531,2
5640,charades,1.02,1.7243,2
5641,charcoal,1.76,1.959,2
5642,charcoals,0.08,0.699,2
5643,chard,0.1,0.7782,1
5644,chardonnays,0.02,0.301,3
5645,charge,89.39,3.659,1
5646,charged,14.45,2.8681,1
5647,charger,1.22,1.7993,2
5648,charges,29.53,3.1781,2
5649,charging,6.27,2.5065,2
5650,chariot,2.02,2.017,3
5651,chariots,0.43,1.3617,3
5652,charisma,0.98,1.7076,3
5653,charismatic,0.8,1.6232,4
5654,charitable,2.04,2.0212,4
5655,charitably,0.1,0.7782,4
5656,charities,1.14,1.7709,3
5657,charity,16.49,2.9253,3
5658,charlatan,0.86,1.6532,3
5659,charlatans,0.24,1.1139,3
5660,charm,15.57,2.9004,1
5661,charmer,1.24,1.8062,2
5662,charmers,0.14,0.9031,2
5663,charming,28.12,3.1569,2
5664,charmingly,0.33,1.2553,3
5665,charms,3.39,2.2405,1
5666,charred,0.75,1.5911,1
5667,charring,0.1,0.7782,2
5668,chart,9.47,2.6848,1
5669,charted,0.35,1.2788,2
5670,charter,2.96,2.1818,2
5671,chartered,0.88,1.6628,2
5672,chartering,0.06,0.6021,3
5673,charters,0.16,0.9542,2
5674,charting,0.33,1.2553,2
5675,charts,6.53,2.5237,1
5676,charwoman,0.12,0.8451,3
5677,chase,32.8,3.2238,1
5678,chased,8.45,2.6355,1
5679,chaser,1.29,1.8261,2
5680,chasers,0.49,1.415,2
5681,chases,1.27,1.8195,2
5682,chasing,18.29,2.9703,2
5683,chasm,0.35,1.2788,2
5684,chassis,0.65,1.5315,2
5685,chaste,0.59,1.4914,1
5686,chasten,0.04,0.4771,2
5687,chastened,0.02,0.301,2
5688,chastise,0.12,0.8451,2
5689,chastised,0.1,0.7782,2
5690,chastises,0.02,0.301,3
5691,chastising,0.06,0.6021,3
5692,chastity,1.45,1.8751,3
5693,chat,16.27,2.9196,1
5694,chateau,2.53,2.1139,2
5695,chateaux,0.12,0.8451,2
5696,chats,0.43,1.3617,1
5697,chatted,0.37,1.301,2
5698,chattel,0.29,1.2041,2
5699,chatter,4.67,2.3784,2
5700,chatting,3.35,2.2355,2
5701,chatty,1.0,1.716,2
5702,chauffeur,5.63,2.4594,2
5703,chauffeured,0.12,0.8451,2
5704,chauffeurs,0.27,1.1761,2
5705,chauvinism,0.24,1.1139,4
5706,chauvinist,0.59,1.4914,3
5707,chauvinistic,0.29,1.2041,4
5708,chauvinists,0.02,0.301,3
5709,chaw,0.2,1.0414,1
5710,cheap,36.24,3.2669,1
5711,cheapen,0.31,1.2304,2
5712,cheapened,0.1,0.7782,2
5713,cheapens,0.1,0.7782,2
5714,cheaper,4.92,2.4014,2
5715,cheapest,1.49,1.8865,2
5716,cheaply,0.63,1.5185,2
5717,cheapness,0.04,0.4771,2
5718,cheapskate,0.55,1.4624,2
5719,cheat,17.67,2.9552,1
5720,cheated,12.29,2.798,2
5721,cheater,2.14,2.0414,2
5722,cheaters,0.71,1.5682,2
5723,cheating,18.59,2.9773,2
5724,cheats,2.14,2.0414,1
5725,check,278.98,4.1532,1
5726,checkbook,2.35,2.0828,2
5727,checkbooks,0.18,1.0,2
5728,checked,46.71,3.3771,1
5729,checker,1.1,1.7559,2
5730,checkerboard,0.1,0.7782,3
5731,checkered,0.82,1.6335,2
5732,checkers,1.88,1.9868,2
5733,checking,32.47,3.2193,2
5734,checklist,0.76,1.6021,2
5735,checklists,0.02,0.301,2
5736,checkout,1.25,1.8129,2
5737,checkpoint,1.86,1.9823,2
5738,checkpoints,0.67,1.5441,2
5739,checks,14.88,2.8808,1
5740,checkup,2.1,2.0334,2
5741,checkups,0.37,1.301,2
5742,chee,0.39,1.3222,1
5743,cheek,7.16,2.5635,1
5744,cheekbone,0.27,1.1761,2
5745,cheekbones,0.61,1.5051,2
5746,cheeked,0.02,0.301,1
5747,cheeks,4.41,2.3541,1
5748,cheeky,1.25,1.8129,2
5749,cheer,18.69,2.9795,1
5750,cheered,1.22,1.7993,1
5751,cheerful,3.73,2.281,2
5752,cheerfully,0.49,1.415,3
5753,cheerier,0.08,0.699,3
5754,cheeriest,0.04,0.4771,3
5755,cheering,13.53,2.8395,2
5756,cheerleader,6.45,2.5185,3
5757,cheerleaders,2.86,2.1673,3
5758,cheerleading,2.75,2.1492,3
5759,cheery,1.06,1.7404,2
5760,cheese,39.04,3.2993,1
5761,cheeseburger,3.2,2.2148,3
5762,cheeseburgers,1.27,1.8195,3
5763,cheesecake,2.31,2.0755,2
5764,cheeses,0.53,1.4472,2
5765,cheesier,0.06,0.6021,3
5766,cheesiest,0.06,0.6021,3
5767,cheesy,2.61,2.1271,2
5768,cheetahs,0.16,0.9542,2
5769,chef,11.88,2.7832,1
5770,chefs,1.02,1.7243,1
5771,chem,1.88,1.9868,1
5772,chemical,11.35,2.7634,3
5773,chemically,1.02,1.7243,3
5774,chemicals,5.71,2.4654,3
5775,chemise,0.02,0.301,2
5776,chemist,1.86,1.9823,2
5777,chemistry,8.67,2.6464,3
5778,chemists,0.37,1.301,2
5779,chemo,1.75,1.9542,2
5780,chemotherapy,1.16,1.7782,5
5781,cherish,4.45,2.3579,2
5782,cherished,1.27,1.8195,2
5783,cherishes,0.2,1.0414,3
5784,cherishing,0.14,0.9031,3
5785,cherries,1.96,2.0043,2
5786,cherry,13.59,2.8414,2
5787,cherub,0.61,1.5051,2
5788,cherubic,0.04,0.4771,3
5789,cherubs,0.29,1.2041,2
5790,chess,7.45,2.5809,1
5791,chessboard,0.33,1.2553,2
5792,chessboards,0.04,0.4771,2
5793,chessman,0.04,0.4771,2
5794,chest,40.98,3.3204,1
5795,chested,0.1,0.7782,2
5796,chestnut,1.27,1.8195,2
5797,chestnuts,0.98,1.7076,2
5798,chests,1.02,1.7243,1
5799,chew,9.06,2.6656,1
5800,chewed,2.47,2.1038,1
5801,chewer,0.08,0.699,2
5802,chewing,5.51,2.4502,2
5803,chews,0.59,1.4914,1
5804,chewy,0.69,1.5563,2
5805,chic,2.33,2.0792,1
5806,chicanery,0.24,1.1139,4
5807,chichi,0.04,0.4771,2
5808,chick,26.16,3.1255,1
5809,chicken,61.73,3.4982,2
5810,chickened,1.06,1.7404,2
5811,chickening,0.31,1.2304,3
5812,chickens,10.2,2.7168,2
5813,chicks,14.55,2.871,1
5814,chide,0.1,0.7782,1
5815,chided,0.08,0.699,2
5816,chiding,0.02,0.301,2
5817,chiefly,0.22,1.0792,2
5818,chieftain,0.29,1.2041,2
5819,chieftains,0.12,0.8451,2
5820,chiffon,0.49,1.415,2
5821,chiggers,0.04,0.4771,2
5822,chilblains,0.04,0.4771,2
5823,child,157.65,3.9053,1
5824,childbearing,0.24,1.1139,3
5825,childbirth,1.53,1.8976,2
5826,childcare,0.12,0.8451,2
5827,childhood,14.18,2.8597,2
5828,childhoods,0.16,0.9542,2
5829,childish,4.9,2.3997,2
5830,childless,0.59,1.4914,2
5831,childlike,0.63,1.5185,2
5832,children,175.1,3.9509,2
5833,chili,7.49,2.5832,2
5834,chilies,0.18,1.0,2
5835,chill,16.24,2.9186,1
5836,chilled,1.39,1.8573,1
5837,chiller,0.06,0.6021,2
5838,chillies,0.16,0.9542,2
5839,chilling,1.61,1.9191,2
5840,chillingly,0.02,0.301,3
5841,chills,1.92,1.9956,1
5842,chilly,4.31,2.3444,2
5843,chime,0.92,1.6812,1
5844,chimed,0.1,0.7782,1
5845,chimes,1.71,1.9445,1
5846,chimney,4.18,2.3304,2
5847,chimneys,0.57,1.4771,2
5848,chimp,3.0,2.1875,1
