Word,Freq_Per_Mil1,Log_Freq_Per_Mil1,Word_Length,Word_Syll
33621,speculation,2.31,2.0755,11.0,4.0
33622,speculations,0.35,1.2788,12.0,4.0
33623,speculative,0.24,1.1139,11.0,4.0
33624,speculator,0.1,0.7782,10.0,4.0
33625,speculators,0.08,0.699,11.0,4.0
33626,sped,0.63,1.5185,4.0,1.0
33627,speech,38.04,3.288,6.0,1.0
33628,speeches,5.59,2.4564,8.0,2.0
33629,speechify,0.02,0.301,9.0,3.0
33630,speechifying,0.1,0.7782,12.0,4.0
33631,speechless,1.75,1.9542,10.0,2.0
33632,speechwriter,0.12,0.8451,12.0,3.0
33633,speed,41.25,3.3233,5.0,1.0
33634,speedboat,0.53,1.4472,9.0,2.0
33635,speedboats,0.08,0.699,10.0,2.0
33636,speeded,0.18,1.0,7.0,2.0
33637,speeder,0.18,1.0,7.0,2.0
33638,speeders,0.12,0.8451,8.0,2.0
33639,speedily,0.06,0.6021,8.0,3.0
33640,speeding,4.98,2.4065,8.0,2.0
33641,speedometer,0.24,1.1139,11.0,4.0
33642,speeds,1.47,1.8808,6.0,1.0
33643,speedy,1.96,2.0043,6.0,2.0
33644,spell,36.65,3.2718,5.0,1.0
33645,spellbinding,0.14,0.9031,12.0,3.0
33646,spellbound,0.16,0.9542,10.0,2.0
33647,spelled,3.49,2.2529,7.0,1.0
33648,speller,0.33,1.2553,7.0,2.0
33649,spellers,0.31,1.2304,8.0,2.0
33650,spelling,5.02,2.4099,8.0,2.0
33651,spellings,0.04,0.4771,9.0,2.0
33652,spells,5.78,2.4713,6.0,1.0
33653,spelunking,0.22,1.0792,10.0,3.0
33654,spend,93.27,3.6774,5.0,1.0
33655,spender,1.33,1.8388,7.0,2.0
33656,spenders,0.25,1.1461,8.0,2.0
33657,spending,24.78,3.1021,8.0,2.0
33658,spends,5.84,2.4757,6.0,1.0
33659,spendthrift,0.06,0.6021,11.0,2.0
33660,spent,70.08,3.5533,5.0,1.0
33661,sperm,6.24,2.5038,5.0,1.0
33662,sperms,0.08,0.699,6.0,1.0
33663,spew,0.47,1.3979,4.0,1.0
33664,spewed,0.22,1.0792,6.0,1.0
33665,spewing,0.37,1.301,7.0,2.0
33666,spews,0.04,0.4771,5.0,1.0
33667,sphere,2.47,2.1038,6.0,1.0
33668,spheres,0.45,1.3802,7.0,1.0
33669,spherical,0.18,1.0,9.0,3.0
33670,spic,1.16,1.7782,4.0,1.0
33671,spice,5.29,2.433,5.0,1.0
33672,spiced,0.27,1.1761,6.0,1.0
33673,spices,2.24,2.0607,6.0,2.0
33674,spicing,0.18,1.0,7.0,2.0
33675,spicy,3.31,2.2304,5.0,2.0
33676,spider,10.1,2.7126,6.0,2.0
33677,spiders,4.45,2.3579,7.0,2.0
33678,spied,0.73,1.5798,5.0,1.0
33679,spiel,0.41,1.3424,5.0,1.0
33680,spieler,0.02,0.301,7.0,2.0
33681,spies,4.57,2.3692,5.0,1.0
33682,spiffing,0.1,0.7782,8.0,2.0
33683,spiffy,0.69,1.5563,6.0,2.0
33684,spigot,0.29,1.2041,6.0,2.0
33685,spigots,0.04,0.4771,7.0,2.0
33686,spiked,1.35,1.8451,6.0,1.0
33687,spikes,1.41,1.8633,6.0,1.0
33688,spiking,0.49,1.415,7.0,2.0
33689,spiky,0.22,1.0792,5.0,2.0
33690,spill,8.47,2.6365,5.0,1.0
33691,spillage,0.14,0.9031,8.0,2.0
33692,spilled,6.35,2.5119,7.0,1.0
33693,spilling,2.14,2.0414,8.0,2.0
33694,spillover,0.06,0.6021,9.0,3.0
33695,spills,0.8,1.6232,6.0,1.0
33696,spillway,0.2,1.0414,8.0,2.0
33697,spilt,0.82,1.6335,5.0,1.0
33698,spin,14.63,2.8733,4.0,1.0
33699,spina,0.1,0.7782,5.0,2.0
33700,spinach,2.55,2.1173,7.0,2.0
33701,spinal,4.27,2.3404,6.0,2.0
33702,spindle,0.41,1.3424,7.0,2.0
33703,spine,5.75,2.4683,5.0,1.0
33704,spineless,0.86,1.6532,9.0,2.0
33705,spines,0.31,1.2304,6.0,1.0
33706,spinners,0.22,1.0792,8.0,2.0
33707,spinning,7.33,2.574,8.0,2.0
33708,spins,1.92,1.9956,5.0,1.0
33709,spinster,0.96,1.699,8.0,2.0
33710,spiral,1.78,1.9638,6.0,2.0
33711,spiraled,0.14,0.9031,8.0,2.0
33712,spiraling,0.24,1.1139,9.0,3.0
33713,spiralling,0.1,0.7782,10.0,3.0
33714,spirals,0.12,0.8451,7.0,2.0
33715,spire,0.1,0.7782,5.0,1.0
33716,spirit,49.35,3.4011,6.0,2.0
33717,spirited,1.22,1.7993,8.0,3.0
33718,spirits,16.14,2.9159,7.0,2.0
33719,spiritual,8.88,2.6571,9.0,4.0
33720,spiritualism,0.29,1.2041,12.0,5.0
33721,spiritualist,0.22,1.0792,12.0,5.0
33722,spiritualists,0.04,0.4771,13.0,5.0
33723,spirituality,0.9,1.6721,12.0,6.0
33724,spiritually,1.08,1.7482,11.0,5.0
33725,spirituals,0.08,0.699,10.0,4.0
33726,spit,19.35,2.9948,4.0,1.0
33727,spitball,0.25,1.1461,8.0,2.0
33728,spite,7.61,2.5899,5.0,1.0
33729,spiteful,0.75,1.5911,8.0,2.0
33730,spits,1.2,1.7924,5.0,1.0
33731,spitting,3.96,2.3075,8.0,2.0
33732,spittle,0.24,1.1139,7.0,2.0
33733,splash,4.22,2.3345,6.0,1.0
33734,splashed,0.63,1.5185,8.0,1.0
33735,splashes,0.45,1.3802,8.0,2.0
33736,splashing,1.1,1.7559,9.0,2.0
33737,splashy,0.16,0.9542,7.0,2.0
33738,splat,0.84,1.6435,5.0,1.0
33739,splatter,0.86,1.6532,8.0,2.0
33740,splattered,0.96,1.699,10.0,2.0
33741,spleen,2.57,2.1206,6.0,1.0
33742,splendid,11.67,2.7752,8.0,2.0
33743,splendidly,0.61,1.5051,10.0,3.0
33744,splendor,1.18,1.7853,8.0,2.0
33745,splenic,0.22,1.0792,7.0,2.0
33746,splice,0.39,1.3222,6.0,1.0
33747,spliced,0.31,1.2304,7.0,1.0
33748,splices,0.08,0.699,7.0,2.0
33749,splicing,0.24,1.1139,8.0,2.0
33750,splint,0.86,1.6532,6.0,1.0
33751,splinter,1.47,1.8808,8.0,2.0
33752,splintered,0.29,1.2041,10.0,2.0
33753,splintering,0.2,1.0414,11.0,3.0
33754,splints,0.27,1.1761,7.0,1.0
33755,split,38.31,3.2911,5.0,1.0
33756,splits,1.55,1.9031,6.0,1.0
33757,splitting,3.98,2.3096,9.0,2.0
33758,splurge,0.37,1.301,7.0,1.0
33759,splurged,0.18,1.0,8.0,1.0
33760,splurging,0.08,0.699,9.0,2.0
33761,spoil,11.63,2.7738,5.0,1.0
33762,spoiled,8.47,2.6365,7.0,1.0
33763,spoiler,0.22,1.0792,7.0,2.0
33764,spoilers,0.1,0.7782,8.0,2.0
33765,spoiling,1.57,1.9085,8.0,2.0
33766,spoils,2.06,2.0253,6.0,1.0
33767,spoke,38.63,3.2947,5.0,1.0
33768,spoken,19.84,3.0056,6.0,2.0
33769,spokesman,1.18,1.7853,9.0,2.0
33770,spokesmen,0.2,1.0414,9.0,2.0
33771,spokesperson,0.9,1.6721,12.0,3.0
33772,spokespersons,0.1,0.7782,13.0,3.0
33773,spokeswoman,0.06,0.6021,11.0,3.0
33774,sponge,6.71,2.5353,6.0,1.0
33775,sponged,0.2,1.0414,7.0,1.0
33776,sponges,1.14,1.7709,7.0,2.0
33777,spongy,0.24,1.1139,6.0,2.0
33778,sponsor,5.35,2.4378,7.0,2.0
33779,sponsored,1.92,1.9956,9.0,2.0
33780,sponsoring,0.78,1.6128,10.0,3.0
33781,sponsors,1.9,1.9912,8.0,2.0
33782,sponsorship,0.43,1.3617,11.0,3.0
33783,sponsorships,0.04,0.4771,12.0,3.0
33784,spontaneity,0.82,1.6335,11.0,5.0
33785,spontaneous,4.18,2.3304,11.0,4.0
33786,spontaneously,0.8,1.6232,13.0,5.0
33787,spoof,0.24,1.1139,5.0,1.0
33788,spoofed,0.02,0.301,7.0,1.0
33789,spook,2.75,2.1492,5.0,1.0
33790,spooked,2.04,2.0212,7.0,1.0
33791,spooks,1.35,1.8451,6.0,1.0
33792,spooky,4.73,2.3838,6.0,2.0
33793,spool,0.51,1.4314,5.0,1.0
33794,spoon,7.61,2.5899,5.0,1.0
33795,spoonful,0.59,1.4914,8.0,2.0
33796,spoonfuls,0.1,0.7782,9.0,2.0
33797,spoons,2.0,2.0128,6.0,1.0
33798,spoor,0.16,0.9542,5.0,1.0
33799,sporadic,0.27,1.1761,8.0,3.0
33800,sporadically,0.06,0.6021,12.0,4.0
33801,spore,0.14,0.9031,5.0,1.0
33802,spores,0.45,1.3802,6.0,1.0
33803,sport,19.9,3.0069,5.0,1.0
33804,sported,0.02,0.301,7.0,2.0
33805,sporting,3.12,2.2041,8.0,2.0
33806,sportingly,0.02,0.301,10.0,3.0
33807,sports,27.59,3.1486,6.0,1.0
33808,sportscaster,0.14,0.9031,12.0,3.0
33809,sportsman,0.69,1.5563,9.0,2.0
33810,sportsmanship,0.55,1.4624,13.0,3.0
33811,sportsmen,0.24,1.1139,9.0,2.0
33812,sportswear,0.37,1.301,10.0,2.0
33813,sportswriter,0.71,1.5682,12.0,3.0
33814,sporty,0.75,1.5911,6.0,2.0
33815,spot,61.57,3.4971,4.0,1.0
33816,spotless,1.18,1.7853,8.0,2.0
33817,spotlight,2.9,2.1732,9.0,2.0
33818,spotlights,0.18,1.0,10.0,2.0
33819,spots,10.33,2.7226,5.0,1.0
33820,spotted,10.24,2.7185,7.0,2.0
33821,spotter,0.94,1.6902,7.0,2.0
33822,spotters,0.12,0.8451,8.0,2.0
33823,spotting,0.67,1.5441,8.0,2.0
33824,spotty,0.63,1.5185,6.0,2.0
33825,spousal,0.51,1.4314,7.0,2.0
33826,spouse,1.9,1.9912,6.0,1.0
33827,spouses,0.67,1.5441,7.0,2.0
33828,spout,1.02,1.7243,5.0,1.0
33829,spouted,0.06,0.6021,7.0,2.0
33830,spouting,0.65,1.5315,8.0,2.0
33831,spouts,0.06,0.6021,6.0,1.0
33832,sprain,0.84,1.6435,6.0,1.0
33833,sprained,1.57,1.9085,8.0,1.0
33834,sprains,0.16,0.9542,7.0,1.0
33835,sprang,0.76,1.6021,6.0,1.0
33836,sprawl,0.14,0.9031,6.0,1.0
33837,sprawled,0.24,1.1139,8.0,1.0
33838,sprawling,0.14,0.9031,9.0,2.0
33839,sprawls,0.02,0.301,7.0,1.0
33840,spray,9.65,2.6928,5.0,1.0
33841,sprayed,1.76,1.959,7.0,1.0
33842,sprayer,0.12,0.8451,7.0,2.0
33843,spraying,1.2,1.7924,8.0,2.0
33844,sprays,0.39,1.3222,6.0,1.0
33845,spread,31.29,3.2033,6.0,1.0
33846,spreader,0.69,1.5563,8.0,2.0
33847,spreading,6.75,2.5378,9.0,2.0
33848,spreads,2.25,2.0645,7.0,1.0
33849,spreadsheet,0.27,1.1761,11.0,2.0
33850,spreadsheets,0.22,1.0792,12.0,2.0
33851,spree,2.14,2.0414,5.0,1.0
33852,sprees,0.12,0.8451,6.0,1.0
33853,sprightly,0.14,0.9031,9.0,2.0
33854,spring,31.31,3.2036,6.0,1.0
33855,springboard,0.08,0.699,11.0,2.0
33856,springing,0.86,1.6532,9.0,2.0
33857,springtime,1.47,1.8808,10.0,2.0
33858,sprinkle,1.45,1.8751,8.0,2.0
33859,sprinkled,0.53,1.4472,9.0,2.0
33860,sprinkler,0.92,1.6812,9.0,2.0
33861,sprinklers,0.94,1.6902,10.0,2.0
33862,sprinkles,0.94,1.6902,9.0,2.0
33863,sprinkling,0.39,1.3222,10.0,2.0
33864,sprint,0.71,1.5682,6.0,1.0
33865,sprinter,0.1,0.7782,8.0,2.0
33866,sprinters,0.2,1.0414,9.0,2.0
33867,sprinting,0.18,1.0,9.0,2.0
33868,sprints,0.41,1.3424,7.0,1.0
33869,sprocket,0.29,1.2041,8.0,2.0
33870,sprout,0.9,1.6721,6.0,1.0
33871,sprouted,0.25,1.1461,8.0,2.0
33872,sprouting,0.25,1.1461,9.0,2.0
33873,sprouts,1.71,1.9445,7.0,1.0
33874,spruce,1.1,1.7559,6.0,1.0
33875,spruced,0.2,1.0414,7.0,1.0
33876,sprucing,0.27,1.1761,8.0,2.0
33877,sprung,2.57,2.1206,6.0,1.0
33878,spry,0.63,1.5185,4.0,1.0
33879,spud,0.92,1.6812,4.0,1.0
33880,spuds,0.45,1.3802,5.0,1.0
33881,spun,1.69,1.9395,4.0,1.0
33882,spunk,1.33,1.8388,5.0,1.0
33883,spunky,0.63,1.5185,6.0,2.0
33884,spur,1.43,1.8692,4.0,1.0
33885,spurge,0.04,0.4771,6.0,1.0
33886,spurious,0.1,0.7782,8.0,3.0
33887,spurn,0.22,1.0792,5.0,1.0
33888,spurned,0.22,1.0792,7.0,1.0
33889,spurning,0.02,0.301,8.0,2.0
33890,spurns,0.04,0.4771,6.0,1.0
33891,spurred,0.29,1.2041,7.0,1.0
33892,spurring,0.06,0.6021,8.0,2.0
33893,spurs,1.82,1.9731,5.0,1.0
33894,spurt,0.37,1.301,5.0,1.0
33895,spurted,0.02,0.301,7.0,2.0
33896,spurting,0.22,1.0792,8.0,2.0
33897,spurts,0.16,0.9542,6.0,1.0
33898,sputter,0.12,0.8451,7.0,2.0
33899,sputtering,0.37,1.301,10.0,3.0
33900,spy,20.06,3.0103,3.0,1.0
33901,spyglass,0.27,1.1761,8.0,2.0
33902,spying,5.47,2.4472,6.0,2.0
33903,squabble,0.45,1.3802,8.0,2.0
33904,squabbles,0.16,0.9542,9.0,2.0
33905,squabbling,0.29,1.2041,10.0,3.0
33906,squad,21.49,3.0402,5.0,1.0
33907,squadron,4.39,2.3522,8.0,2.0
33908,squadrons,0.61,1.5051,9.0,2.0
33909,squads,2.04,2.0212,6.0,1.0
33910,squalid,0.29,1.2041,7.0,2.0
33911,squall,0.39,1.3222,6.0,1.0
33912,squalls,0.06,0.6021,7.0,1.0
33913,squalor,0.29,1.2041,7.0,2.0
33914,squander,0.59,1.4914,8.0,2.0
33915,squandered,0.59,1.4914,10.0,2.0
33916,squandering,0.27,1.1761,11.0,3.0
33917,squanders,0.02,0.301,9.0,2.0
33918,square,31.76,3.2098,6.0,1.0
33919,squared,2.35,2.0828,7.0,1.0
33920,squarely,0.69,1.5563,8.0,2.0
33921,squares,2.71,2.143,7.0,1.0
33922,squaring,0.2,1.0414,8.0,2.0
33923,squash,4.37,2.3502,6.0,1.0
33924,squashed,0.94,1.6902,8.0,1.0
33925,squashing,0.29,1.2041,9.0,2.0
33926,squashy,0.04,0.4771,7.0,2.0
33927,squat,3.14,2.2068,5.0,1.0
33928,squats,0.24,1.1139,6.0,1.0
33929,squatter,0.24,1.1139,8.0,2.0
33930,squatters,0.49,1.415,9.0,2.0
33931,squatting,0.76,1.6021,9.0,2.0
33932,squatty,0.04,0.4771,7.0,2.0
33933,squawk,1.71,1.9445,6.0,1.0
33934,squawking,1.53,1.8976,9.0,2.0
33935,squawks,0.61,1.5051,7.0,1.0
33936,squeak,2.37,2.0864,6.0,1.0
33937,squeaked,0.2,1.0414,8.0,1.0
33938,squeaker,0.27,1.1761,8.0,2.0
33939,squeaking,1.75,1.9542,9.0,2.0
33940,squeaks,1.06,1.7404,7.0,1.0
33941,squeaky,1.98,2.0086,7.0,2.0
33942,squeal,2.67,2.1367,6.0,1.0
33943,squealing,2.41,2.0934,9.0,2.0
33944,squeals,1.35,1.8451,7.0,1.0
33945,squeamish,0.88,1.6628,9.0,2.0
33946,squeegee,0.27,1.1761,8.0,2.0
33947,squeeze,15.08,2.8865,7.0,1.0
33948,squeezed,2.31,2.0755,8.0,1.0
33949,squeezes,0.55,1.4624,8.0,2.0
33950,squeezing,2.02,2.017,9.0,2.0
33951,squelch,0.24,1.1139,7.0,1.0
33952,squelched,0.04,0.4771,9.0,1.0
33953,squelching,0.1,0.7782,10.0,2.0
33954,squid,2.76,2.1523,5.0,1.0
33955,squiggle,0.04,0.4771,8.0,2.0
33956,squiggles,0.08,0.699,9.0,2.0
33957,squint,1.0,1.716,6.0,1.0
33958,squinting,0.24,1.1139,9.0,2.0
33959,squires,0.16,0.9542,7.0,2.0
33960,squirm,0.82,1.6335,6.0,1.0
33961,squirming,0.71,1.5682,9.0,2.0
33962,squirms,0.04,0.4771,7.0,1.0
33963,squirrel,5.47,2.4472,8.0,2.0
33964,squirreled,0.08,0.699,10.0,2.0
33965,squirrels,2.06,2.0253,9.0,2.0
33966,squirt,2.75,2.1492,6.0,1.0
33967,squirted,0.29,1.2041,8.0,2.0
33968,squirting,0.49,1.415,9.0,2.0
33969,squirts,0.69,1.5563,7.0,1.0
33970,squishy,0.75,1.5911,7.0,2.0
33971,sta,0.37,1.301,3.0,1.0
33972,stab,8.76,2.6513,4.0,1.0
33973,stabbed,9.45,2.6839,7.0,1.0
33974,stabbing,2.25,2.0645,8.0,2.0
33975,stabbings,0.1,0.7782,9.0,2.0
33976,stabile,0.04,0.4771,7.0,2.0
33977,stability,1.76,1.959,9.0,4.0
33978,stabilization,0.14,0.9031,13.0,5.0
33979,stabilize,1.49,1.8865,9.0,3.0
33980,stabilized,1.39,1.8573,10.0,3.0
33981,stabilizer,0.55,1.4624,10.0,4.0
33982,stabilizers,0.27,1.1761,11.0,4.0
33983,stabilizes,0.06,0.6021,10.0,4.0
33984,stabilizing,0.59,1.4914,11.0,4.0
33985,stable,13.2,2.8287,6.0,2.0
33986,stables,2.96,2.1818,7.0,2.0
33987,stablest,0.02,0.301,8.0,3.0
33988,stabs,0.45,1.3802,5.0,1.0
33989,staccato,0.16,0.9542,8.0,3.0
33990,stack,6.1,2.4942,5.0,1.0
33991,stacked,2.02,2.017,7.0,1.0
33992,stacking,0.9,1.6721,8.0,2.0
33993,stacks,1.94,2.0,6.0,1.0
33994,stadium,6.12,2.4955,7.0,3.0
33995,stadiums,0.25,1.1461,8.0,3.0
33996,staff,32.0,3.213,5.0,1.0
33997,staffed,0.18,1.0,7.0,1.0
33998,staffer,0.24,1.1139,7.0,2.0
33999,staffers,0.24,1.1139,8.0,2.0
34000,staffing,0.27,1.1761,8.0,2.0
34001,staffs,0.12,0.8451,6.0,1.0
34002,stag,1.59,1.9138,4.0,1.0
34003,stage,45.57,3.3664,5.0,1.0
34004,stagecoach,1.0,1.716,10.0,2.0
34005,staged,2.25,2.0645,6.0,1.0
34006,stagehands,0.24,1.1139,10.0,2.0
34007,stages,2.88,2.1703,6.0,2.0
34008,stagger,0.59,1.4914,7.0,2.0
34009,staggered,0.51,1.4314,9.0,2.0
34010,staggering,1.59,1.9138,10.0,3.0
34011,staggers,0.27,1.1761,8.0,2.0
34012,staging,1.94,2.0,7.0,2.0
34013,stagnant,0.27,1.1761,8.0,2.0
34014,stagnate,0.08,0.699,8.0,2.0
34015,stagnated,0.02,0.301,9.0,3.0
34016,stagnation,0.1,0.7782,10.0,3.0
34017,staid,0.06,0.6021,5.0,1.0
34018,stain,6.2,2.5011,5.0,1.0
34019,stained,1.41,1.8633,7.0,1.0
34020,staining,0.27,1.1761,8.0,2.0
34021,stainless,0.73,1.5798,9.0,2.0
34022,stains,3.88,2.2989,6.0,1.0
34023,stair,1.35,1.8451,5.0,1.0
34024,staircase,1.75,1.9542,9.0,2.0
34025,staircases,0.24,1.1139,10.0,3.0
34026,stairs,23.76,3.0839,6.0,1.0
34027,stairway,1.59,1.9138,8.0,2.0
34028,stairways,0.08,0.699,9.0,2.0
34029,stairwell,2.12,2.0374,9.0,2.0
34030,stairwells,0.31,1.2304,10.0,2.0
34031,stake,16.61,2.9284,5.0,1.0
34032,staked,1.45,1.8751,6.0,1.0
34033,stakeholders,0.02,0.301,12.0,3.0
34034,stakeout,1.96,2.0043,8.0,2.0
34035,stakeouts,0.29,1.2041,9.0,2.0
34036,stakes,4.88,2.3979,6.0,1.0
34037,staking,0.82,1.6335,7.0,2.0
34038,stale,2.92,2.1761,5.0,1.0
34039,stalemate,0.47,1.3979,9.0,2.0
34040,stalemated,0.02,0.301,10.0,3.0
34041,stalk,1.69,1.9395,5.0,1.0
34042,stalked,1.55,1.9031,7.0,1.0
34043,stalker,3.71,2.2788,7.0,2.0
34044,stalkers,0.37,1.301,8.0,2.0
34045,stalking,5.27,2.4314,8.0,2.0
34046,stalks,1.08,1.7482,6.0,1.0
34047,stall,8.96,2.6609,5.0,1.0
34048,stalled,1.53,1.8976,7.0,1.0
34049,stalling,3.8,2.29,8.0,2.0
34050,stallion,3.2,2.2148,8.0,2.0
34051,stallions,0.51,1.4314,9.0,2.0
34052,stalls,0.96,1.699,6.0,1.0
34053,stalwart,0.43,1.3617,8.0,2.0
34054,stamina,1.59,1.9138,7.0,3.0
34055,stammer,0.27,1.1761,7.0,2.0
34056,stamp,5.92,2.4814,5.0,1.0
34057,stamped,1.49,1.8865,7.0,1.0
34058,stampede,1.33,1.8388,8.0,2.0
34059,stampeded,0.24,1.1139,9.0,3.0
34060,stampeding,0.18,1.0,10.0,3.0
34061,stamping,0.55,1.4624,8.0,2.0
34062,stamps,5.24,2.4281,6.0,1.0
34063,stance,1.88,1.9868,6.0,1.0
34064,stances,0.1,0.7782,7.0,2.0
34065,stanch,0.02,0.301,6.0,1.0
34066,stand,226.2,4.0621,5.0,1.0
34067,standard,18.43,2.9736,8.0,2.0
34068,standardization,0.04,0.4771,15.0,5.0
34069,standardize,0.06,0.6021,11.0,3.0
34070,standardized,0.78,1.6128,12.0,3.0
34071,standards,7.22,2.567,9.0,2.0
34072,standby,2.96,2.1818,7.0,2.0
34073,standbys,0.1,0.7782,8.0,2.0
34074,standing,78.31,3.6015,8.0,2.0
34075,standings,0.24,1.1139,9.0,2.0
34076,standoff,0.69,1.5563,8.0,2.0
34077,standoffs,0.02,0.301,9.0,2.0
34078,standout,0.16,0.9542,8.0,2.0
34079,standouts,0.02,0.301,9.0,2.0
34080,standpoint,1.33,1.8388,10.0,2.0
34081,standpoints,0.02,0.301,11.0,2.0
34082,stands,21.43,3.039,6.0,1.0
34083,standstill,0.51,1.4314,10.0,2.0
34084,standup,0.78,1.6128,7.0,2.0
34085,stank,0.76,1.6021,5.0,1.0
34086,stanza,0.04,0.4771,6.0,2.0
34087,stanzas,0.08,0.699,7.0,2.0
34088,staph,0.49,1.415,5.0,1.0
34089,staple,1.12,1.7634,6.0,2.0
34090,stapled,0.47,1.3979,7.0,2.0
34091,stapler,0.86,1.6532,7.0,3.0
34092,staplers,0.04,0.4771,8.0,3.0
34093,staples,0.69,1.5563,7.0,2.0
34094,stapling,0.18,1.0,8.0,3.0
34095,star,81.35,3.618,4.0,1.0
34096,starboard,6.55,2.525,9.0,2.0
34097,starch,1.35,1.8451,6.0,1.0
34098,starched,0.27,1.1761,8.0,1.0
34099,starches,0.06,0.6021,8.0,2.0
34100,starchy,0.22,1.0792,7.0,2.0
34101,stardom,0.61,1.5051,7.0,2.0
34102,stare,9.96,2.7067,5.0,1.0
34103,stared,2.41,2.0934,6.0,1.0
34104,starer,0.02,0.301,6.0,2.0
34105,stares,1.31,1.8325,6.0,1.0
34106,starfish,0.75,1.5911,8.0,2.0
34107,stargazer,0.04,0.4771,9.0,3.0
34108,stargazers,0.02,0.301,10.0,3.0
34109,staring,23.45,3.0781,7.0,2.0
34110,starkly,0.02,0.301,7.0,2.0
34111,starlet,0.59,1.4914,7.0,2.0
34112,starlets,0.18,1.0,8.0,2.0
34113,starlit,0.14,0.9031,7.0,2.0
34114,starred,0.71,1.5682,7.0,1.0
34115,starring,2.8,2.1584,8.0,2.0
34116,starry,0.73,1.5798,6.0,2.0
34117,stars,46.14,3.3718,5.0,1.0
34118,starship,2.84,2.1644,8.0,2.0
34119,starstruck,0.08,0.699,10.0,2.0
34120,start,340.1,4.2392,5.0,1.0
34121,started,187.57,3.9808,7.0,2.0
34122,starter,2.73,2.1461,7.0,2.0
34123,starters,3.57,2.2625,8.0,2.0
34124,starting,69.76,3.5513,8.0,2.0
34125,startle,1.18,1.7853,7.0,2.0
34126,startled,2.45,2.1004,8.0,2.0
34127,startles,0.08,0.699,8.0,2.0
34128,startling,1.37,1.8513,9.0,2.0
34129,starts,45.78,3.3685,6.0,1.0
34130,startup,0.27,1.1761,7.0,2.0
34131,starvation,1.47,1.8808,10.0,3.0
34132,starve,6.16,2.4983,6.0,1.0
34133,starved,4.63,2.3747,7.0,1.0
34134,starving,16.96,2.9375,8.0,2.0
34135,stash,5.04,2.4116,5.0,1.0
34136,stashed,2.76,2.1523,7.0,1.0
34137,stashing,0.2,1.0414,8.0,2.0
34138,stat,2.8,2.1584,4.0,1.0
34139,state,107.84,3.7404,5.0,1.0
34140,statecraft,0.02,0.301,10.0,2.0
34141,stated,3.61,2.2672,6.0,2.0
34142,statehood,0.31,1.2304,9.0,2.0
34143,statehouse,0.12,0.8451,10.0,2.0
34144,stateless,0.14,0.9031,9.0,2.0
34145,stately,0.45,1.3802,7.0,2.0
34146,statement,29.24,3.1738,9.0,2.0
34147,statements,5.47,2.4472,10.0,2.0
34148,stateside,1.18,1.7853,9.0,2.0
34149,statesman,0.61,1.5051,9.0,2.0
34150,statesmanlike,0.02,0.301,13.0,4.0
34151,statesmanship,0.12,0.8451,13.0,3.0
34152,statesmen,0.24,1.1139,9.0,2.0
34153,statewide,0.29,1.2041,9.0,2.0
34154,static,4.98,2.4065,6.0,2.0
34155,stating,1.8,1.9685,7.0,2.0
34156,station,79.08,3.6057,7.0,2.0
34157,stationary,0.96,1.699,10.0,4.0
34158,stationed,3.27,2.2253,9.0,2.0
34159,stationery,1.37,1.8513,10.0,4.0
34160,stations,12.65,2.8102,8.0,2.0
34161,statism,0.02,0.301,7.0,3.0
34162,statistic,0.61,1.5051,9.0,3.0
34163,statistical,0.9,1.6721,11.0,4.0
34164,statistically,1.37,1.8513,13.0,5.0
34165,statistician,0.02,0.301,12.0,4.0
34166,statistics,3.27,2.2253,10.0,3.0
34167,stats,1.33,1.8388,5.0,1.0
34168,statuary,0.06,0.6021,8.0,4.0
34169,statue,10.59,2.7332,6.0,2.0
34170,statues,1.94,2.0,7.0,2.0
34171,statuesque,0.18,1.0,10.0,3.0
34172,statuette,0.08,0.699,9.0,3.0
34173,stature,1.67,1.9345,7.0,2.0
34174,status,14.71,2.8756,6.0,2.0
34175,statute,1.9,1.9912,7.0,2.0
34176,statutes,0.67,1.5441,8.0,2.0
34177,statutory,0.92,1.6812,9.0,4.0
34178,staunch,0.35,1.2788,7.0,1.0
34179,staunchest,0.04,0.4771,10.0,2.0
34180,staunchly,0.1,0.7782,9.0,2.0
34181,stave,0.33,1.2553,5.0,1.0
34182,staves,0.14,0.9031,6.0,1.0
34183,staving,0.06,0.6021,7.0,2.0
34184,stay,515.65,4.4199,4.0,1.0
34185,stayed,32.71,3.2225,6.0,1.0
34186,stayer,0.04,0.4771,6.0,2.0
34187,staying,59.61,3.483,7.0,2.0
34188,stays,19.16,2.9903,5.0,1.0
34189,stead,1.06,1.7404,5.0,1.0
34190,steadfast,0.43,1.3617,9.0,2.0
34191,steadfastly,0.08,0.699,11.0,3.0
34192,steadfastness,0.16,0.9542,13.0,3.0
34193,steadier,0.12,0.8451,8.0,3.0
34194,steadily,1.18,1.7853,8.0,3.0
34195,steadiness,0.06,0.6021,10.0,3.0
34196,steady,22.71,3.0641,6.0,2.0
34197,steak,16.24,2.9186,5.0,1.0
34198,steaks,4.0,2.3118,6.0,1.0
34199,steal,53.33,3.4347,5.0,1.0
34200,stealer,0.24,1.1139,7.0,2.0
34201,stealing,24.8,3.1024,8.0,2.0
34202,steals,4.37,2.3502,6.0,1.0
34203,stealth,2.78,2.1553,7.0,1.0
34204,stealthier,0.02,0.301,10.0,3.0
